5,5,MSN,STL,308
6,0,MSN,STL,308
7,5,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,5,MSN,STL,308
1,0,MSN,STL,308
3,34,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,-4,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,16,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,28,MSN,STL,308
7,6,MSN,STL,308
1,18,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,35,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,17,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
4,5,MSN,STL,308
5,0,MSN,STL,308
6,14,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,0,MSN,STL,308
5,10,MSN,STL,308
6,0,MSN,STL,308
7,0,MSN,STL,308
1,0,MSN,STL,308
2,0,MSN,STL,308
3,0,MSN,STL,308
4,3,MSN,STL,308
5,0,MSN,STL,308
6,0,MSN,STL,308
4,0,MSN,DEN,826
5,11,MSN,DEN,826
6,0,MSN,DEN,826
7,-1,MSN,DEN,826
1,-1,MSN,DEN,826
2,-2,MSN,DEN,826
3,-2,MSN,DEN,826
4,-2,MSN,DEN,826
5,-1,MSN,DEN,826
6,-2,MSN,DEN,826
7,-2,MSN,DEN,826
1,-2,MSN,DEN,826
2,-1,MSN,DEN,826
3,-1,MSN,DEN,826
4,-2,MSN,DEN,826
5,-2,MSN,DEN,826
6,-2,MSN,DEN,826
7,-3,MSN,DEN,826
1,-1,MSN,DEN,826
2,-1,MSN,DEN,826
3,-2,MSN,DEN,826
4,-3,MSN,DEN,826
5,-2,MSN,DEN,826
6,0,MSN,DEN,826
1,-4,MSN,DEN,826
2,-2,MSN,DEN,826
3,-2,MSN,DEN,826
4,0,MSN,DEN,826
5,0,MSN,DEN,826
6,-1,MSN,DEN,826
4,-2,MSN,DEN,826
5,3,MSN,DEN,826
6,-1,MSN,DEN,826
7,2,MSN,DEN,826
1,15,MSN,DEN,826
2,-2,MSN,DEN,826
3,-3,MSN,DEN,826
4,-3,MSN,DEN,826
5,-1,MSN,DEN,826
6,-3,MSN,DEN,826
7,-4,MSN,DEN,826
1,-3,MSN,DEN,826
2,-3,MSN,DEN,826
3,14,MSN,DEN,826
4,4,MSN,DEN,826
5,4,MSN,DEN,826
6,-3,MSN,DEN,826
7,-3,MSN,DEN,826
1,-4,MSN,DEN,826
2,6,MSN,DEN,826
3,-2,MSN,DEN,826
4,-2,MSN,DEN,826
5,-3,MSN,DEN,826
6,-3,MSN,DEN,826
7,9,MSN,DEN,826
1,-3,MSN,DEN,826
2,20,MSN,DEN,826
3,-2,MSN,DEN,826
4,-1,MSN,DEN,826
5,0,MSN,DEN,826
6,-1,MSN,DEN,826
4,0,MSN,MSP,228
5,0,MSN,MSP,228
6,0,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,7,MSN,MSP,228
4,5,MSN,MSP,228
5,0,MSN,MSP,228
6,0,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,0,MSN,MSP,228
3,0,MSN,MSP,228
4,0,MSN,MSP,228
5,0,MSN,MSP,228
6,0,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,0,MSN,MSP,228
3,5,MSN,MSP,228
4,0,MSN,MSP,228
5,-2,MSN,MSP,228
6,9,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,0,MSN,MSP,228
3,0,MSN,MSP,228
4,5,MSN,MSP,228
5,0,MSN,MSP,228
6,0,MSN,MSP,228
4,0,MSN,DTW,312
5,0,MSN,DTW,312
6,0,MSN,DTW,312
7,9,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
5,0,MSN,DTW,312
6,0,MSN,DTW,312
7,16,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
4,0,MSN,DTW,312
5,10,MSN,DTW,312
6,0,MSN,DTW,312
7,8,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
4,0,MSN,DTW,312
5,5,MSN,DTW,312
6,0,MSN,DTW,312
7,10,MSN,DTW,312
1,0,MSN,DTW,312
2,13,MSN,DTW,312
3,0,MSN,DTW,312
4,0,MSN,DTW,312
5,0,MSN,DTW,312
6,0,MSN,DTW,312
4,0,MSN,DTW,312
5,12,MSN,DTW,312
6,0,MSN,DTW,312
7,5,MSN,DTW,312
1,-2,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
4,0,MSN,DTW,312
5,20,MSN,DTW,312
6,0,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
4,0,MSN,DTW,312
5,13,MSN,DTW,312
6,0,MSN,DTW,312
7,17,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
5,0,MSN,DTW,312
6,0,MSN,DTW,312
7,9,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
5,5,MSN,DTW,312
6,0,MSN,DTW,312
4,10,MSN,DTW,312
5,20,MSN,DTW,312
7,0,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,10,MSN,DTW,312
5,8,MSN,DTW,312
7,45,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
4,0,MSN,DTW,312
7,10,MSN,DTW,312
1,0,MSN,DTW,312
2,0,MSN,DTW,312
3,0,MSN,DTW,312
4,4,MSN,DTW,312
5,0,MSN,DTW,312
7,18,MSN,DTW,312
1,0,MSN,DTW,312
2,-60,MSN,DTW,312
3,-60,MSN,DTW,312
4,0,MSN,DTW,312
5,0,MSN,DTW,312
4,0,MSN,MSP,228
5,0,MSN,MSP,228
6,0,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,0,MSN,MSP,228
3,0,MSN,MSP,228
4,0,MSN,MSP,228
5,0,MSN,MSP,228
6,0,MSN,MSP,228
7,0,MSN,MSP,228
1,0,MSN,MSP,228
2,0,MSN,MSP,228
3,0,MSN,MSP,228
4,0,MSN,MSP,228
5,-2,MSN,MSP,228
6,0,MSN,MSP,228
